Packet Loss (%),Average RTT,Average RTT Unit,Minimum RTT,Minimum RTT Unit,Maximum RTT,Maximum RTT Unit,RTT Standard Deviation,RTT Standard Deviation Unit,Download Speed,Download Speed Unit,Upload Speed,Upload Speed Unit,Latency,Latency Unit
0.0,35.642,ms,37.82,ms,41.502,ms,1.634,ms,955.197752,Mb/s,36.676544,Mb/s,22.676,ms
0.0,32.964,ms,36.012,ms,44.122,ms,3.221,ms,937.402464,Mb/s,36.8958,Mb/s,21.851,ms
0.0,34.466,ms,38.654,ms,42.332,ms,2.856,ms,950.247728,Mb/s,36.674576,Mb/s,21.841,ms
0.0,18.172,ms,21.193,ms,26.458,ms,2.447,ms,943.8848,Mb/s,36.347664,Mb/s,20.618,ms
0.0,17.763,ms,21.816,ms,25.252,ms,2.717,ms,934.044432,Mb/s,37.053008,Mb/s,25.664,ms
0.0,18.223,ms,21.076,ms,24.354,ms,2.156,ms,945.765744,Mb/s,36.35532,Mb/s,21.159,ms
0.0,18.571,ms,25.85,ms,63.462,ms,12.855,ms,951.399288,Mb/s,36.994272,Mb/s,23.392,ms
0.0,17.495,ms,21.135,ms,25.862,ms,2.924,ms,950.844528,Mb/s,36.952432,Mb/s,24.161,ms
0.0,17.579,ms,21.791,ms,24.45,ms,2.351,ms,947.279464,Mb/s,36.713224,Mb/s,22.203,ms
0.0,32.835,ms,36.312,ms,42.741,ms,2.862,ms,938.397464,Mb/s,36.425072,Mb/s,25.942,ms
0.0,33.95,ms,37.491,ms,45.767,ms,3.432,ms,950.822336,Mb/s,35.889848,Mb/s,22.257,ms
0.0,33.87,ms,37.069,ms,40.944,ms,2.117,ms,949.16468,Mb/s,36.486752,Mb/s,22.376,ms
0.0,33.609,ms,36.669,ms,43.295,ms,2.928,ms,946.505848,Mb/s,36.427864,Mb/s,21.553,ms
0.0,33.74,ms,38.375,ms,42.561,ms,2.421,ms,947.792504,Mb/s,36.958592,Mb/s,23.087,ms
0.0,34.794,ms,38.462,ms,43.512,ms,2.857,ms,948.007072,Mb/s,36.609384,Mb/s,24.805,ms
0.0,33.317,ms,35.387,ms,39.016,ms,1.706,ms,945.18132,Mb/s,36.703416,Mb/s,22.077,ms
0.0,32.946,ms,35.598,ms,40.976,ms,2.663,ms,950.35696,Mb/s,36.706864,Mb/s,22.916,ms
0.0,34.132,ms,36.691,ms,40.237,ms,1.871,ms,947.289896,Mb/s,36.688368,Mb/s,19.902,ms
0.0,34.005,ms,37.375,ms,41.036,ms,2.252,ms,941.151232,Mb/s,36.830632,Mb/s,26.356,ms
0.0,33.356,ms,36.582,ms,41.388,ms,2.623,ms,951.00304,Mb/s,33.860344,Mb/s,21.178,ms
0.0,17.775,ms,19.901,ms,22.769,ms,1.923,ms,952.123672,Mb/s,41.586056,Mb/s,20.299,ms
0.0,17.17,ms,19.927,ms,25.555,ms,2.586,ms,946.634016,Mb/s,41.620416,Mb/s,21.143,ms
0.0,16.594,ms,18.263,ms,20.78,ms,1.278,ms,944.15228,Mb/s,41.728784,Mb/s,19.232,ms
0.0,16.954,ms,18.26,ms,20.469,ms,1.236,ms,942.561728,Mb/s,41.541136,Mb/s,19.204,ms
0.0,17.2,ms,19.187,ms,25.827,ms,2.902,ms,938.39528,Mb/s,41.637264,Mb/s,19.608,ms
0.0,17.555,ms,18.619,ms,21.692,ms,1.145,ms,941.711912,Mb/s,41.705584,Mb/s,22.771,ms
0.0,17.156,ms,18.414,ms,20.77,ms,1.139,ms,948.814392,Mb/s,41.768816,Mb/s,19.662,ms
0.0,19.067,ms,21.016,ms,23.247,ms,1.418,ms,938.346128,Mb/s,36.834584,Mb/s,24.256,ms
0.0,16.37,ms,19.983,ms,28.731,ms,3.784,ms,939.99984,Mb/s,36.894568,Mb/s,24.904,ms
0.0,16.733,ms,20.554,ms,23.533,ms,2.31,ms,941.230536,Mb/s,36.570672,Mb/s,21.527,ms
0.0,17.531,ms,19.932,ms,24.791,ms,2.069,ms,941.518936,Mb/s,36.932464,Mb/s,21.454,ms
0.0,17.402,ms,20.304,ms,24.081,ms,1.975,ms,947.889616,Mb/s,36.6778,Mb/s,24.105,ms
0.0,17.646,ms,19.304,ms,22.274,ms,1.59,ms,940.07444,Mb/s,36.911384,Mb/s,20.343,ms
0.0,17.355,ms,19.44,ms,23.576,ms,2.175,ms,945.948728,Mb/s,36.605024,Mb/s,20.333,ms
0.0,17.542,ms,20.469,ms,24.643,ms,2.556,ms,939.953136,Mb/s,37.033808,Mb/s,20.326,ms
0.0,17.258,ms,21.087,ms,24.335,ms,2.138,ms,944.11956,Mb/s,37.070888,Mb/s,19.924,ms
0.0,17.028,ms,19.476,ms,23.171,ms,2.063,ms,949.07908,Mb/s,36.990008,Mb/s,23.492,ms
0.0,17.051,ms,18.214,ms,21.538,ms,1.219,ms,941.483872,Mb/s,36.846216,Mb/s,20.902,ms
0.0,35.531,ms,38.79,ms,41.89,ms,1.774,ms,946.173056,Mb/s,36.885856,Mb/s,23.43,ms
0.0,33.605,ms,37.876,ms,43.853,ms,2.872,ms,944.387176,Mb/s,36.70336,Mb/s,20.302,ms
0.0,32.808,ms,36.213,ms,47.084,ms,4.157,ms,945.823672,Mb/s,36.414352,Mb/s,20.996,ms
0.0,34.748,ms,38.65,ms,45.9,ms,3.251,ms,951.45948,Mb/s,36.773232,Mb/s,25.313,ms
0.0,34.365,ms,37.995,ms,41.233,ms,1.913,ms,940.734216,Mb/s,36.267976,Mb/s,25.016,ms
0.0,35.064,ms,37.109,ms,40.447,ms,1.759,ms,944.02856,Mb/s,36.69008,Mb/s,22.415,ms
0.0,33.871,ms,36.797,ms,40.29,ms,1.791,ms,947.864616,Mb/s,41.139832,Mb/s,19.202,ms
0.0,16.016,ms,21.322,ms,30.812,ms,3.976,ms,952.90224,Mb/s,41.55188,Mb/s,20.533,ms
0.0,17.224,ms,19.744,ms,25.332,ms,2.627,ms,946.12924,Mb/s,41.590568,Mb/s,19.198,ms
0.0,33.616,ms,37.267,ms,43.187,ms,3.745,ms,945.108008,Mb/s,41.569992,Mb/s,22.508,ms
0.0,32.176,ms,33.423,ms,34.553,ms,0.818,ms,939.964704,Mb/s,41.642648,Mb/s,18.812,ms
0.0,32.725,ms,33.239,ms,34.13,ms,0.422,ms,942.148936,Mb/s,41.692464,Mb/s,19.153,ms
0.0,34.127,ms,36.36,ms,41.189,ms,2.345,ms,937.70812,Mb/s,41.639584,Mb/s,19.435,ms
0.0,32.327,ms,33.566,ms,36.817,ms,1.222,ms,948.365216,Mb/s,41.720688,Mb/s,19.365,ms
0.0,33.946,ms,35.044,ms,37.44,ms,0.979,ms,950.30376,Mb/s,41.499712,Mb/s,19.046,ms
0.0,18.427,ms,21.729,ms,26.239,ms,2.337,ms,945.427272,Mb/s,36.73176,Mb/s,25.571,ms
