TestName,TestStartTime,TestEndTime,MurakamiLocation,MurakamiConnectionType,MurakamiNetworkType,DownloadValue,DownloadUnit,UploadValue,UploadUnit
ndt5,2023-03-16T06:14:08.136561,2023-03-16T06:14:28.849132,td_lanneremc2,wired,home,919.4608406928111,Mbit/s,39.613,Mbit/s
ndt5,2023-04-11T22:55:22.874472,2023-04-11T22:55:43.664231,td_lanneremc2,wired,home,920.4790923051523,Mbit/s,39.454,Mbit/s
ndt5,2023-04-12T00:10:34.593982,2023-04-12T00:10:55.256058,td_lanneremc2,wired,home,920.6567910431675,Mbit/s,40.111,Mbit/s
ndt5,2023-04-19T22:10:10.985661,2023-04-19T22:10:32.114161,td_lanneremc2,wired,home,206.03979687357582,Mbit/s,5.705,Mbit/s
ndt5,2023-04-19T22:10:10.988776,2023-04-19T22:10:31.905284,td_lanneremc2,wired,home,178.44954912313455,Mbit/s,5.579,Mbit/s
ndt5,2023-04-19T22:10:10.986841,2023-04-19T22:10:32.073459,td_lanneremc2,wired,home,274.19755013742355,Mbit/s,6.27,Mbit/s
ndt5,2023-04-19T22:24:26.614290,2023-04-19T22:24:47.323399,td_lanneremc2,wired,home,911.7904320075754,Mbit/s,17.287,Mbit/s
ndt5,2023-04-27T04:32:16.983129,2023-04-27T04:32:37.842715,td_lanneremc2,wired,home,920.940660742739,Mbit/s,40.161,Mbit/s
ndt5,2023-05-05T06:09:47.051439,2023-05-05T06:10:07.770507,td_lanneremc2,wired,home,429.2835957450033,Mbit/s,13.264,Mbit/s
ndt5,2023-05-05T06:09:47.051424,2023-05-05T06:10:07.964844,td_lanneremc2,wired,home,111.75357630368636,Mbit/s,12.284,Mbit/s
ndt5,2023-05-05T06:09:47.054773,2023-05-05T06:10:07.764333,td_lanneremc2,wired,home,382.63805404416803,Mbit/s,14.857,Mbit/s
ndt5,2023-05-05T07:29:39.123512,2023-05-05T07:29:59.950333,td_lanneremc2,wired,home,699.058852027711,Mbit/s,35.776,Mbit/s
